epoch,loss_train,acc_train,loss_val,acc_val,loss_test,acc_test,time_epoch_s
0,1.098088258,0.3714285714,1.100467,0.3333333333,1.098591787,0.3333333333,0.000000
1,1.097001707,0.3619047619,1.09993924,0.3333333333,1.098327036,0.380952381,4.035076
2,1.096121433,0.419047619,1.099388694,0.375,1.098356242,0.380952381,2.761585
3,1.095590912,0.4666666667,1.098740692,0.375,1.098353204,0.2857142857,2.661179
4,1.09510207,0.4571428571,1.098080161,0.375,1.098116908,0.2857142857,2.721649
5,1.094569217,0.4476190476,1.097565757,0.375,1.09806825,0.3333333333,2.701146
6,1.093962772,0.4666666667,1.097462657,0.375,1.09788492,0.3333333333,2.733706
7,1.093494772,0.4857142857,1.097345708,0.3333333333,1.097709034,0.3333333333,2.690068
8,1.093079531,0.5047619048,1.097038918,0.3333333333,1.097344484,0.3333333333,3.063145
9,1.092673283,0.5238095238,1.096884669,0.3333333333,1.097262584,0.3333333333,2.876023
10,1.092234542,0.5428571429,1.096545652,0.2916666667,1.096989205,0.3333333333,2.936283
11,1.091847911,0.5238095238,1.096517839,0.2916666667,1.096706927,0.3333333333,3.010773
12,1.091330682,0.5142857143,1.09619922,0.3333333333,1.096346818,0.3333333333,3.027821
13,1.091010029,0.5333333333,1.09651167,0.2916666667,1.096002524,0.3333333333,2.851840
14,1.090321702,0.5238095238,1.096102301,0.3333333333,1.09564525,0.4285714286,2.992583
15,1.089752453,0.5904761905,1.095765085,0.3333333333,1.095237163,0.4285714286,2.822795
16,1.089142493,0.6,1.095017153,0.375,1.094886811,0.4285714286,2.813359
17,1.088598731,0.6095238095,1.09490811,0.375,1.094347465,0.4285714286,2.678511
18,1.088128554,0.6095238095,1.094158521,0.4166666667,1.094140638,0.4285714286,2.801784
19,1.087763922,0.6285714286,1.093935615,0.375,1.093774426,0.4285714286,2.822668
20,1.087367215,0.6285714286,1.093174398,0.375,1.093565496,0.4285714286,2.843161
21,1.087032841,0.6285714286,1.092959434,0.375,1.093290535,0.4285714286,2.798813
22,1.086608013,0.6666666667,1.092174669,0.375,1.093103205,0.4285714286,2.817308
